0.00917862,0.632981,0.000134459,0.251797,0.990284,0.756239
0.00305146,0.829091,2.65E-05,6.21344,0.989977,0.821775
0.0029249,1.60441,2.55E-05,0.347293,0.987527,0.821778
0.00325687,0.598529,2.88E-05,0.390859,0.962776,0.821247
0.00421048,0.378119,4.49E-05,0.540342,0.990284,0.821777
0.00280875,0.277951,2.85E-05,0.283772,0.990284,0.873009
0.00603629,0.376159,0.000289205,0.322567,0.989149,0.772302
0.00816042,0.470881,2.63E-05,0.137659,0.987741,0.750466
0.00658248,0.822342,2.71E-05,0.218554,0.990284,0.921805
0.00273603,0.79085,2.82E-05,0.27218,0.990284,0.873009
0.00203824,0.421965,2.55E-05,0.266641,0.990284,0.787905
0.00268342,0.297782,2.56E-05,0.265487,0.990284,0.821774
2.90E-03,0.269319,2.60E-05,0.370333,0.990284,0.816545
0.000950066,0.328752,2.55E-05,0.13237,0.990284,0.912083
0.00433006,0.521378,3.06E-05,0.372103,0.95973,0.771966
0.00366885,0.664246,2.79E-05,0.20957,0.990284,0.752012
0.00369021,0.351396,2.82E-05,0.322828,0.962776,0.771831
0.00877946,0.423635,4.40E-05,0.163496,0.990284,0.820065
0.000972704,0.409906,2.78E-05,0.266937,0.990284,0.872962
0.0041393,0.670077,9.29E-05,0.203047,0.990284,0.821758
0.00327644,0.22212,3.18E-05,0.245352,0.986449,0.727254
0.00316557,0.607621,0.000308874,0.388535,0.990284,0.727258
0.000874952,0.431601,9.89E-05,24.0044,0.992039,0.915385
0.00418946,0.399816,3.09E-05,0.208077,0.962776,0.766821
0.00892422,0.410465,2.64E-05,0.130082,0.990284,0.820112
0.00334751,0.755879,2.79E-05,0.457885,0.962776,0.962051
0.0102177,0.412498,5.74E-05,0.0781259,0.98322,0.727258
0.00262154,0.535884,2.59E-05,0.205878,0.999998,0.844757
0.00215987,0.345719,4.91E-05,0.352453,0.990284,0.791662
0.0050477,0.371395,3.62E-05,0.132787,0.973096,0.772057
0.00396011,0.488865,6.63E-05,0.38789,0.990284,0.772309
0.00620098,0.539431,2.72E-05,0.205681,0.990284,0.727255
0.00364654,0.535261,3.57E-05,0.239166,0.988099,0.680271
